LON,LAT,LON,LAT
-89.171833,14.625806,-89.171833,15.32736
-89.491,15.32736,-89.491,15.53203
-89.331,15.53203,-89.331,14.630428
-90.561874,14.630428,-90.561874,14.50648
-90.58495,14.50648,-90.58495,14.51819
-90.5471,14.51819,-90.5471,14.51819
-90.5471,14.51819,-90.5471,14.65103
-90.46803,14.65103,-90.46803,14.53427
-90.50852,14.53427,-90.50852,14.652446
-90.569278,14.652446,-90.569278,14.559333
-90.462504,14.559333,-90.462504,14.64102
-89.98672,14.64102,-89.98672,15.473598
-90.37355,15.473598,-90.37355,15.473598
-90.37355,15.473598,-90.37355,14.6835
-90.53483,14.6835,-90.53483,15.176058
-90.940814,15.176058,-90.940814,14.93575
-90.456972,14.93575,-90.456972,14.54125
-92.08385,14.54125,-92.08385,14.885152
-91.498138,14.885152,-91.498138,15.435391
-91.132291,15.435391,-91.132291,16.805836
-89.82508,16.805836,-89.82508,14.68254
-90.54588,14.68254,-90.54588,14.55462
-90.55977,14.55462,-90.55977,14.586667
-90.564167,14.586667,-90.564167,14.64825
-91.540667,14.64825,-91.540667,14.970833
-89.527333,14.970833,-89.527333,14.970833
-89.527333,14.970833,-89.527333,14.61187
-90.3988,14.61187,-90.3988,16.86581
-90.20658,16.86581,-90.20658,16.865806
-90.206583,16.865806,-90.206583,14.71742
-89.18067,14.71742,-89.18067,14.4056
-90.6826,14.4056,-90.6826,14.38914077
-90.76634551,14.38914077,-90.76634551,14.78142
-90.30304,14.78142,-90.30304,15.402253
-88.975776,15.402253,-88.975776,15.956788
-90.819864,15.956788,-90.819864,15.05453
-91.22334,15.05453,-91.22334,15.80634
-91.31963,15.80634,-91.31963,14.863472
-91.471008,14.863472,-91.471008,14.40482
-90.69785,14.40482,-90.69785,15.66478
-89.01331,15.66478,-89.01331,14.67824
-90.44486,14.67824,-90.44486,14.490744
-90.62807,14.490744,-90.62807,14.490744
-90.62807,14.490744,-90.62807,14.49075
-90.62808,14.49075,-90.62808,15.049779
-89.586805,15.049779,-89.586805,15.049779
-89.586805,15.049779,-89.586805,15.049779
-89.586805,15.049779,-89.586805,14.533558
-91.679884,14.533558,-91.679884,14.83189
-90.91828,14.83189,-90.91828,14.652361
-90.121946,14.652361,-90.121946,14.32251
-90.7825,14.32251,-90.7825,14.67707
-90.54592,14.67707,-90.54592,14.67707
-90.54592,14.67707,-90.54592,15.400246
-89.644162,15.400246,-89.644162,14.85842
-91.58622,14.85842,-91.58622,14.845
-91.35898,14.845,-91.35898,14.413383
-92.06075,14.413383,-92.06075,15.04825
-91.22814,15.04825,-91.22814,16.05032
-89.61532,16.05032,-89.61532,14.538617
-89.976633,14.538617,-89.976633,14.565184
-90.294443,14.565184,-90.294443,14.561978
-89.353814,14.561978,-89.353814,14.90822
-89.86228,14.90822,-89.86228,14.50856
-91.32956,14.50856,-91.32956,14.52822
-90.73823,14.52822,-90.73823,14.85252
-91.56075,14.85252,-91.56075,14.63475
-90.679889,14.63475,-90.679889,14.65245
-90.56928,14.65245,-90.56928,14.652446
-90.569278,14.652446,-90.569278,15.049779
-89.586805,15.049779,-89.586805,14.909338
-91.443304,14.909338,-91.443304,14.909338
-91.443304,14.909338,-91.443304,14.640701
-90.568387,14.640701,-90.568387,14.561378
-90.478014,14.561378,-90.478014,14.55208
-90.452608,14.55208,-90.452608,14.848944
-91.432028,14.848944,-91.432028,14.848944
-91.432028,14.848944,-91.432028,14.848944
-91.432028,14.848944,-91.432028,14.905861
-89.964639,14.905861,-89.964639,14.5446
-90.449039,14.5446,-90.449039,14.301132
-90.356856,14.301132,-90.356856,14.301132
-90.356975,14.301132,-90.356975,14.55957
-90.56218,14.55957,-90.56218,14.62436
-91.59675,14.62436,-91.59675,14.897917
-91.368,14.897917,-91.368,14.897917
-91.368,14.897917,-91.368,14.863279
-91.93561,14.863279,-91.93561,14.816476
-91.448194,14.816476,-91.448194,14.506972
-90.398969,14.506972,-90.398969,14.506972
-90.398969,14.506972,-90.398969,14.671335
-90.640207,14.671335,-90.640207,14.594938
-91.607824,14.594938,-91.607824,14.840208
-91.333224,14.840208,-91.333224,14.559567
-90.562183,14.559567,-90.562183,14.884003
-91.54922,14.884003,-91.54922,14.884003
-91.54922,14.884003,-91.54922,14.634678
-90.672214,14.634678,-90.672214,14.910518
-91.448834,14.910518,-91.448834,14.910518
-91.448834,14.910518,-91.448834,14.553895
-89.338571,14.553895,-89.338571,14.40717
-90.69118,14.40717,-90.69118,14.601983
-90.557833,14.601983,-90.557833,14.92028
-91.78876,14.92028,-91.78876,14.52023
-90.59846,14.52023,-90.59846,14.52023
-90.59846,14.52023,-90.59846,14.719182
-89.498144,14.719182,-89.498144,14.719182
-89.498144,14.719182,-89.498144,14.58689
-90.55184,14.58689,-90.55184,14.07146
-90.38316,14.07146,-90.38316,14.724101
-89.583774,14.724101,-89.583774,14.887318
-92.090744,14.887318,-92.090744,14.775079
-90.532777,14.775079,-90.532777,14.619648
-90.621504,14.619648,-90.621504,14.544945
-90.53975,14.544945,-90.53975,14.54495
-90.53975,14.54495,-90.53975,14.67999
-90.40838,14.67999,-90.40838,14.67999
-90.40838,14.67999,-90.40838,14.62614
-90.55896,14.62614,-90.55896,13.921528
-90.301972,13.921528,-90.301972,15.47763
-88.84234,15.47763,-88.84234,14.50437
-90.56107,14.50437,-90.56107,14.504368
-90.561074,14.504368,-90.561074,14.48511
-90.16861,14.48511,-90.16861,14.70172
-91.987052,14.70172,-91.987052,14.70172
-91.98705,14.70172,-91.98705,14.787067
-89.62485,14.787067,-89.62485,14.718417
-89.433361,14.718417,-89.433361,14.560768
-89.334384,14.560768,-89.334384,14.616
-90.52159,14.616,-90.52159,14.307908
-90.973724,14.307908,-90.973724,14.619552
-89.6187,14.619552,-89.6187,16.065111
-90.4647,16.065111,-90.4647,15.108995
-90.626927,15.108995,-90.626927,14.47947
-90.48888,14.47947,-90.48888,14.60308
-90.67829,14.60308,-90.67829,14.934972
-91.872222,14.934972,-91.872222,15.515725
-91.86203,15.515725,-91.86203,15.3274
-91.0381,15.3274,-91.0381,15.244678
-91.973694,15.244678,-91.973694,15.660118
-90.812774,15.660118,-90.812774,15.241556
-91.00475,15.241556,-91.00475,14.78526
-90.19791,14.78526,-90.19791,14.19517
-90.2705,14.19517,-90.2705,15.478778
-90.324139,15.478778,-90.324139,14.317718
-90.794674,14.317718,-90.794674,14.526944
-91.51375,14.526944,-91.51375,14.65178
-90.31757,14.65178,-90.31757,15.000428
-91.444124,15.000428,-91.444124,15.124806
-90.118137,15.124806,-90.118137,13.93313
-90.7767,13.93313,-90.7767,14.8415
-91.79817,14.8415,-91.79817,14.790861
-91.913333,14.790861,-91.913333,14.862719
-91.934431,14.862719,-91.934431,14.862719
-91.934431,14.862719,-91.934431,14.93474
-92.003691,14.93474,-92.003691,14.238471
-91.665114,14.238471,-91.665114,14.56502
-90.66684,14.56502,-90.66684,14.521145
-89.770131,14.521145,-89.770131,14.52115
-89.77013,14.52115,-89.77013,14.930139
-91.953917,14.930139,-91.953917,13.807306
-90.234417,13.807306,-90.234417,14.58195
-90.5087,14.58195,-90.5087,14.55788
-90.74186,14.55788,-90.74186,15.519499
-89.866468,15.519499,-89.866468,14.55208
-90.452608,14.55208,-90.452608,14.681833
-90.482778,14.681833,-90.482778,14.59573
-90.50993,14.59573,-90.50993,14.662889
-92.031528,14.662889,-92.031528,14.807098
-89.544461,14.807098,-89.544461,16.063824
-91.528718,16.063824,-91.528718,14.590953
-90.50847,14.590953,-90.50847,14.62947
-90.46023,14.62947,-90.46023,14.8229
-89.53423,14.8229,-89.53423,14.822898
-89.534234,14.822898,-89.534234,14.659885
-90.816226,14.659885,-90.816226,14.660731
-90.551496,14.660731,-90.551496,15.367949
-90.487885,15.367949,-90.487885,15.66471
-89.01327,15.66471,-89.01327,14.626811
-90.50478,14.626811,-90.50478,14.5469
-90.51118,14.5469,-90.51118,14.669912
-90.553105,14.669912,-90.553105,14.62708
-90.56721,14.62708,-90.56721,14.52056
-89.45444,14.52056,-89.45444,14.60749
-90.66122,14.60749,-90.66122,14.60749
-90.66122,14.60749,-90.66122,13.931434
-90.802524,13.931434,-90.802524,14.700337
-91.857933,14.700337,-91.857933,14.584444
-91.625778,14.584444,-91.625778,15.3363
-91.02998,15.3363,-91.02998,14.996885
-91.624277,14.996885,-91.624277,14.51235244
-90.78607611,14.51235244,-90.78607611,14.62494
-89.97649,14.62494,-89.97649,14.526556
-90.578028,14.526556,-90.578028,14.52436
-90.624,14.52436,-90.624,14.524358
-90.624002,14.524358,-90.624002,14.656816
-90.473235,14.656816,-90.473235,14.668749
-90.356309,14.668749,-90.356309,14.668749
-90.356309,14.668749,-90.356309,14.60097
-90.4667,14.60097,-90.4667,14.69444
-90.580842,14.69444,-90.580842,14.58871
-90.48965,14.58871,-90.48965,14.59733
-90.60109,14.59733,-90.60109,17.06344
-89.15756,17.06344,-89.15756,17.06344
-89.15756,17.06344,-89.15756,16.22567
-89.37117,16.22567,-89.37117,14.62654
-90.54536,14.62654,-90.54536,14.69326
-90.48874,14.69326,-90.48874,14.17278
-91.46997,14.17278,-91.46997,14.57213
-90.485795,14.57213,-90.485795,14.83661
-89.35833,14.83661,-89.35833,15.418309
-91.963744,15.418309,-91.963744,14.84981
-91.40356,14.84981,-91.40356,14.596775
-91.938889,14.596775,-91.938889,14.05892
-90.35769,14.05892,-90.35769,14.758417
-92.078894,14.758417,-92.078894,14.953833
-92.083028,14.953833,-92.083028,14.959055
-89.523445,14.959055,-89.523445,14.959055
-89.523445,14.959055,-89.523445,14.959055
-89.523445,14.959055,-89.523445,14.793832
-89.535687,14.793832,-89.535687,14.58523
-90.51295,14.58523,-90.51295,14.55612
-90.74003,14.55612,-90.74003,14.521886
-91.679084,14.521886,-91.679084,14.65104
-90.47832,14.65104,-90.47832,14.4489
-90.82104,14.4489,-90.82104,14.621304
-90.542446,14.621304,-90.542446,14.61364
-90.68025,14.61364,-90.68025,14.61364
-90.68025,14.61364,-90.68025,15.31701
-91.46039,15.31701,-91.46039,15.31701
-91.46039,15.31701,-91.46039,15.381295
-91.330185,15.381295,-91.330185,14.34191
-90.57814,14.34191,-90.57814,14.63721
-89.99632,14.63721,-89.99632,14.88365
-91.42722,14.88365,-91.42722,15.480889
-90.3195,15.480889,-90.3195,15.519836
-91.847725,15.519836,-91.847725,15.69161
-91.43343,15.69161,-91.43343,15.6583
-91.44399,15.6583,-91.44399,15.685808
-91.593914,15.685808,-91.593914,14.48078
-91.4832,14.48078,-91.4832,15.519836
-91.847725,15.519836,-91.847725,15.519836
-91.847725,15.519836,-91.847725,15.681191
-91.42851,15.681191,-91.42851,15.69161
-91.43343,15.69161,-91.43343,15.685808
-91.593914,15.685808,-91.593914,13.93175
-90.71375,13.93175,-90.71375,15.72858
-91.41491,15.72858,-91.41491,15.69161
-91.43343,15.69161,-91.43343,15.6583
-91.44399,15.6583,-91.44399,15.60381
-91.44595,15.60381,-91.44595,15.6583
-91.44399,15.6583,-91.44399,15.72306
-88.59879,15.72306,-88.59879,13.92944
-90.813539,13.92944,-90.813539,15.67144
-91.42983,15.67144,-91.42983,15.685808
-91.593914,15.685808,-91.593914,15.60381
-91.44595,15.60381,-91.44595,15.60381
-91.44595,15.60381,-91.44595,15.7381
-91.4608,15.7381,-91.4608,15.7381
-91.4608,15.7381,-91.4608,15.72858
-91.41491,15.72858,-91.41491,15.72858
-91.41491,15.72858,-91.41491,15.67144
-91.42983,15.67144,-91.42983,15.681191
-91.42851,15.681191,-91.42851,15.7381
-91.4608,15.7381,-91.4608,15.67144
-91.42983,15.67144,-91.42983,15.681191
-91.42851,15.681191,-91.42851,14.719169
-90.643213,14.719169,-90.643213,13.92944
-90.813539,13.92944,-90.813539,13.92944
-90.813539,13.92944,-90.813539,15.20109
-91.16759,15.20109,-91.16759,15.551925
-88.688625,15.551925,-88.688625,14.348001
-89.7745,14.348001,-89.7745,15.551925
-88.688625,15.551925,-88.688625,15.551925
-88.688625,15.551925,-88.688625,14.696325
-90.563724,14.696325,-90.563724,14.86572
-91.49845,14.86572,-91.49845,14.86572
-91.49845,14.86572,-91.49845,14.811018
-91.643968,14.811018,-91.643968,14.811018
-91.643968,14.811018,-91.643968,14.811018
-91.643968,14.811018,-91.643968,14.693768
-91.862484,14.693768,-91.862484,15.068185
-91.631107,15.068185,-91.631107,15.164046
-91.549191,15.164046,-91.549191,15.164046
-91.549191,15.164046,-91.549191,14.83071
-91.51809,14.83071,-91.51809,14.83071
-91.51809,14.83071,-91.51809,14.83071
-91.51809,14.83071,-91.51809,14.83071
-91.51809,14.83071,-91.51809,14.83071
-91.51809,14.83071,-91.51809,14.83071
-91.51809,14.83071,-91.51809,14.673596
-91.880313,14.673596,-91.880313,14.673596
-91.880313,14.673596,-91.880313,14.66475
-90.46889,14.66475,-90.46889,14.66475
-90.46889,14.66475,-90.46889,14.705839
-90.621139,14.705839,-90.621139,14.705839
-90.621139,14.705839,-90.621139,14.705839
-90.621139,14.705839,-90.621139,14.705839
-90.621139,14.705839,-90.621139,14.9892
-90.8924,14.9892,-90.8924,14.9892
-90.8924,14.9892,-90.8924,14.9892
-90.8924,14.9892,-90.8924,14.67574
-90.35671,14.67574,-90.35671,14.605972
-91.604167,14.605972,-91.604167,14.60668
-91.57472,14.60668,-91.57472,14.606683
-91.574717,14.606683,-91.574717,14.60668
-91.57472,14.60668,-91.57472,14.614
-91.693561,14.614,-91.693561,14.614
-91.69356,14.614,-91.69356,14.614
-91.69356,14.614,-91.69356,14.614
-91.69356,14.614,-91.69356,14.631733
-91.579283,14.631733,-91.579283,14.531944
-91.675472,14.531944,-91.675472,15.033333
-91.152056,15.033333,-91.152056,15.649888
-91.770635,15.649888,-91.770635,15.73019
-91.735,15.73019,-91.735,15.730194
-91.735,15.730194,-91.735,15.73019
-91.735,15.73019,-91.735,15.808163
-91.311109,15.808163,-91.311109,15.80816
-91.31111,15.80816,-91.31111,15.68449
-88.62644,15.68449,-88.62644,16.91017
-89.90833,16.91017,-89.90833,14.84981
-91.40356,14.84981,-91.40356,14.547598
-91.664744,14.547598,-91.664744,14.853556
-91.529639,14.853556,-91.529639,14.853556
-91.529639,14.853556,-91.529639,14.853556
-91.529639,14.853556,-91.529639,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.529462
-90.583774,14.529462,-90.583774,14.529462
-90.583774,14.529462,-90.583774,14.529462
-90.583774,14.529462,-90.583774,14.53918
-90.59855,14.53918,-90.59855,14.53918
-90.59855,14.53918,-90.59855,14.539184
-90.598552,14.539184,-90.598552,14.543962
-90.611413,14.543962,-90.611413,14.543962
-90.611413,14.543962,-90.611413,14.54396
-90.61141,14.54396,-90.61141,14.54396
-90.61141,14.54396,-90.61141,14.54396
-90.61141,14.54396,-90.61141,14.54396
-90.61141,14.54396,-90.61141,14.54396
-90.61141,14.54396,-90.61141,14.61314
-90.5558,14.61314,-90.5558,14.61314
-90.5558,14.61314,-90.5558,14.534275
-90.544872,14.534275,-90.544872,14.615182
-90.576424,14.615182,-90.576424,14.911734
-91.367225,14.911734,-91.367225,14.583135
-89.35479,14.583135,-89.35479,14.843517
-91.53615,14.843517,-91.53615,14.843509
-91.536138,14.843509,-91.536138,14.843509
-91.536138,14.843509,-91.536138,14.843509
-91.536138,14.843509,-91.536138,14.843509
-91.536138,14.843509,-91.536138,14.843509
-91.536138,14.843509,-91.536138,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.862135
-91.520167,14.862135,-91.520167,14.853895
-91.512418,14.853895,-91.512418,14.853895
-91.512418,14.853895,-91.512418,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.862466
-91.540917,14.862466,-91.540917,14.799767
-91.677817,14.799767,-91.677817,14.818889
-91.500944,14.818889,-91.500944,14.818889
-91.500944,14.818889,-91.500944,14.818889
-91.500944,14.818889,-91.500944,14.818889
-91.500944,14.818889,-91.500944,15.683037
-88.61759,15.683037,-88.61759,15.683037
-88.61759,15.683037,-88.61759,14.64068
-91.22615,14.64068,-91.22615,14.79069
-90.19769,14.79069,-90.19769,14.542319
-90.584254,14.542319,-90.584254,14.66445
-91.887572,14.66445,-91.887572,14.66445
-91.887572,14.66445,-91.887572,14.701519
-91.847669,14.701519,-91.847669,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.83122
-91.52361,14.83122,-91.52361,14.70518
-91.86543,14.70518,-91.86543,14.70518
-91.86543,14.70518,-91.86543,14.70518
-91.86543,14.70518,-91.86543,14.70518
-91.86543,14.70518,-91.86543,14.84105
-91.51406,14.84105,-91.51406,14.84105
-91.51406,14.84105,-91.51406,14.84105
-91.51406,14.84105,-91.51406,14.84105
-91.51406,14.84105,-91.51406,14.84105
-91.51406,14.84105,-91.51406,14.84105
-91.51406,14.84105,-91.51406,14.862549
-91.52693,14.862549,-91.52693,14.862549
-91.52693,14.862549,-91.52693,14.862549
-91.52693,14.862549,-91.52693,14.862549
-91.52693,14.862549,-91.52693,14.862549
-91.52693,14.862549,-91.52693,14.862549
-91.52693,14.862549,-91.52693,14.871061
-91.613819,14.871061,-91.613819,14.871061
-91.613819,14.871061,-91.613819,14.871061
-91.613819,14.871061,-91.613819,15.033333
-91.152056,15.033333,-91.152056,15.033333
-91.152056,15.033333,-91.152056,15.033333
-91.152056,15.033333,-91.152056,15.01542
-91.24878,15.01542,-91.24878,15.007
-91.140306,15.007,-91.140306,14.933417
-91.112,14.933417,-91.112,14.933417
-91.112,14.933417,-91.112,15.236
-91.155583,15.236,-91.155583,14.9892
-90.8924,14.9892,-90.8924,14.9892
-90.8924,14.9892,-90.8924,14.9892
-90.8924,14.9892,-90.8924,14.578268
-90.610194,14.578268,-90.610194,14.578268
-90.610194,14.578268,-90.610194,14.578268
-90.610194,14.578268,-90.610194,14.54288
-90.63741,14.54288,-90.63741,14.54288
-90.63741,14.54288,-90.63741,14.529462
-90.583774,14.529462,-90.583774,14.69271
-90.58656,14.69271,-90.58656,14.60943
-90.48264,14.60943,-90.48264,14.60943
-90.48264,14.60943,-90.48264,14.6562
-90.52981,14.6562,-90.52981,14.600468
-90.510671,14.600468,-90.510671,14.696548
-90.590624,14.696548,-90.590624,14.69655
-90.59062,14.69655,-90.59062,14.69655
-90.59062,14.69655,-90.59062,14.6965
-90.59096,14.6965,-90.59096,14.6965
-90.59096,14.6965,-90.59096,14.520907
-90.570635,14.520907,-90.570635,14.520907
-90.570635,14.520907,-90.570635,14.520907
-90.570635,14.520907,-90.570635,14.54046
-90.61656,14.54046,-90.61656,14.54046
-90.61656,14.54046,-90.61656,14.54046
-90.61656,14.54046,-90.61656,14.540458
-90.616564,14.540458,-90.616564,14.540458
-90.616564,14.540458,-90.616564,14.540458
-90.616564,14.540458,-90.616564,14.54046
-90.61656,14.54046,-90.61656,14.73188
-90.44379,14.73188,-90.44379,14.50353
-90.59487,14.50353,-90.59487,14.790306
-90.605323,14.790306,-90.605323,14.790306
-90.605323,14.790306,-90.605323,14.790306
-90.605323,14.790306,-90.605323,14.790306
-90.605323,14.790306,-90.605323,14.653678
-90.559654,14.653678,-90.559654,14.653678
-90.559654,14.653678,-90.559654,14.548399
-90.620269,14.548399,-90.620269,14.548558
-90.620084,14.548558,-90.620084,14.548399
-90.620269,14.548399,-90.620269,14.548399
-90.620269,14.548399,-90.620269,14.548558
-90.620084,14.548558,-90.620084,14.529498
-90.576254,14.529498,-90.576254,14.5295
-90.57625,14.5295,-90.57625,14.54271
-90.60587,14.54271,-90.60587,14.54549
-90.58971,14.54549,-90.58971,14.54549
-90.58971,14.54549,-90.58971,14.53734
-90.57566,14.53734,-90.57566,14.611808
-90.577544,14.611808,-90.577544,14.611808
-90.577544,14.611808,-90.577544,14.61181
