,pais,idnum,uniq_id,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,estratopri,estratosec,q2,q1,nationality,ls3,a4,soct2,idio2,np1,sgl1,cp6,cp7,cp8,cp13,cp20,it1,l1,prot3,prot4,guaprot1,jc10,jc13,jc15a,vic1ext,vic1exta,arm2,vic71,vic72,vic73,vic40a,vic74,fear6fa,vic41,vic43,vic45n,vicbar4a,pole2nn,aoj11,pese1,pese2,aoj17,aoj12,seg10,b1,b2,b3,b4,b6,b43,b11,b12,b13,b18,b21,b21a,b32,b17,b37,b47a,b15,b50,b60,polegit1,polegit2,polegit3,polegit4,epp3,m1,m2,sd2new2,sd3new2,sd6new2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,polegit5,media3,media4,exp_a,dst1b,drk1,env1c,env2b,pn4,w14a,e5,e16,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7new,vicbar1,vicbar1f,vicbar3,vicbar3f,vicbarf,vicbar7,vicbar7f,fear11,capital1,iga1,igaaoj22,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,dis7a,dis8a,dis9a,dis10a,dis11a,soc1,soc4,soc5,soc8,soc9,for5,for6b,for7b,exp_b,mil10a,mil10e,mil10oas,mil10un,guaelep1,guaref1,guaref2,guaref3,guapv1,guapv2,guapv3,guadv1,guapv4,guapv5,guadv2,guamil7,guadv3,guafie2,guafie3,guafie4,wf1,cct1b,ed,ed2,q5a,q5b,q3c,ocup4a,ocup1a,q10g,q10new,q10a,q14,guamig1,q14a,q10d,q10e,q11n,q12c,q12bn,q12,vac1,etid,www1,gi0,pr1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,inf3a,colorr,conocim,iarea1,iarea2,iarea3,iarea4,iarea5,iarea6,iarea7,sexi,colori,srvyrid,formatq,sex
428,2,284,16020284,701,207,200701,82,2,5,1,2017-03-10,1,203,2,36,1,2,1,27,1,1,1,2,1,1,1,4,.c,1,8,1,2,1,2,.c,2,2,.c,2,1,1,0,1,1,1,1,0,1,0,2,2,3,3,3,3,1,4,6,4,5,6,7,6,5,4,4,3,6,7,5,7,4,3,5,7,4,4,5,5,4,1,4,2,2,1,4,3,4,6,5,4,5,6,4,4,5,2,3,3,6,1,2,1,7,6,7,9,8,9,3,2,1,1,1,1,2,0,0,0,0,0,.c,0,.c,0,4,1,3,2,.c,1,1,3,1,2,1,2,1,1,1,201,2,.c,3,4,2,2,2,2,2,1,3,1,3,1,4,1,2,1,1,1,1,1,1,1,1,1,3,2,1,0,0,0,0,1,0,1,1,1,2,2,13,2,1,1,1,1,4,7,9,2,1,1,2,3,2,2,11,4,1,1,3,3,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,6,2,1,1,2,1,1,1,1,1,5,5,4,1
429,2,1486,16021486,504,205,200504,190,2,5,1,2017-02-24,1,206,3,29,2,2,1,5,3,3,2,3,1,2,4,4,4,1,1,2,.c,2,2,.c,1,2,.c,2,0,0,0,0,1,0,0,0,0,0,5,3,3,2,3,2,0,1,7,2,1,1,7,3,2,1,2,1,3,2,1,3,2,3,2,.a,1,2,2,2,1,3,5,2,2,3,5,4,1,2,1,1,1,7,1,1,3,1,2,2,6,.a,.a,1,9,1,2,4,5,1,1,1,.a,1,1,1,2,1,0,0,0,.c,.c,0,0,1,3,2,.c,2,.c,0,2,.c,3,2,.a,1,1,1,1,.b,2,.c,4,1,2,2,2,2,2,1,1,1,.a,1,2,1,.a,2,.a,.a,.a,.a,4,4,3,.a,3,2,1,0,0,1,0,1,0,0,1,0,2,2,2,1,1,1,5,5,.c,.c,4,2,2,.c,2,3,2,2,7,3,3,.a,2,5,2,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,5,3,3,4,1,1,1,1,1,1,7,2,4,2
430,2,84,16020084,100,208,200802,264,2,5,1,2017-03-31,1,203,3,47,1,2,2,57,3,3,1,2,3,3,2,4,.c,3,1,1,1,2,1,.c,1,2,.c,1,1,0,0,0,1,1,1,0,0,0,3,4,3,1,3,1,7,5,4,3,5,7,6,3,1,2,7,2,1,3,2,4,5,3,5,7,2,3,2,4,5,5,5,3,3,2,4,5,3,2,5,2,5,7,4,5,3,2,2,4,3,1,2,1,7,8,3,8,4,2,1,8,3,3,2,1,2,0,0,1,0,0,.c,.c,.c,0,5,1,3,2,.c,0,2,.c,1,1,4,2,1,1,2,.c,2,.c,4,3,1,1,1,1,1,1,3,2,2,2,4,3,2,2,3,2,1,3,2,5,1,1,3,1,1,0,1,0,0,0,0,0,1,1,2,2,1,0,3,1,1,7,.c,.c,1,2,2,.c,2,3,3,2,5,1,6,1,3,5,5,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,5,3,1,1,1,1,1,1,1,1,5,5,4,1
431,2,162,16020162,1013,210,201013,222,2,5,1,2017-03-01,1,206,3,38,1,2,1,4,3,2,1,3,1,2,2,4,.c,2,8,2,.c,2,.c,2,2,2,.c,2,0,0,0,0,0,1,1,0,0,0,2,3,3,3,3,1,77,3,7,6,7,5,7,5,6,4,3,2,5,5,3,5,6,7,5,7,4,3,2,4,6,3,4,3,3,3,4,3,4,7,6,5,4,6,7,6,5,2,7,3,7,1,3,2,8,9,6,10,4,5,.b,1,1,1,1,2,2,0,0,0,.c,0,.c,.c,0,0,5,1,3,.b,.c,0,1,3,1,1,1,1,1,1,1,203,2,.c,3,3,2,2,2,2,2,1,2,1,2,2,4,4,.c,2,.a,.a,1,2,5,3,5,1,3,1,1,0,1,0,0,1,0,1,1,1,2,.b,6,.a,1,1,5,1,1,6,6,2,2,.c,2,3,1,2,5,3,3,.b,3,2,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,8,3,2,3,2,2,1,1,1,1,4,15,4,1
432,2,8,16020008,1614,216,201614,160,2,5,1,2017-03-07,1,205,3,63,2,2,2,.b,1,2,2,3,1,2,2,4,2,2,.b,2,.c,2,2,.c,2,2,.c,2,1,1,0,0,1,1,1,0,.c,0,1,4,3,3,3,3,7,3,2,4,1,.a,4,4,5,3,6,1,7,7,4,7,6,6,.a,.a,1,4,.a,4,2,1,.a,3,2,2,3,2,.a,7,1,.a,.a,4,3,5,.a,2,7,4,.a,1,2,1,1,10,10,1,.a,.a,.a,1,2,1,.a,.a,1,0,0,0,.c,.c,.c,0,.c,0,.a,.a,.c,2,.c,0,2,.c,4,1,1,1,1,1,1,201,2,.c,2,2,2,2,2,2,2,1,3,2,.a,2,4,1,4,1,2,1,.a,2,2,5,5,1,2,.a,.a,0,0,0,0,1,0,0,0,1,1,1,5,2,2,1,1,5,.c,.c,.a,2,2,.c,2,3,2,2,6,2,6,1,7,5,4,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,5,4,2,4,2,1,1,1,1,1,4,24,4,2
433,2,1363,16021363,1013,210,201013,221,2,5,1,2017-02-28,1,206,3,43,1,2,2,5,3,3,2,3,4,3,3,4,.c,2,5,2,.c,2,.c,1,2,1,2,2,1,1,0,1,1,1,0,0,0,0,3,2,3,3,4,1,7,3,2,1,3,5,7,4,7,4,3,2,4,5,2,7,3,4,5,7,1,2,2,3,4,3,3,2,3,2,4,2,6,7,4,3,2,7,6,4,7,2,6,4,2,1,1,2,10,10,5,8,4,10,1,1,3,1,1,1,2,0,0,0,.c,0,.c,0,0,1,5,1,3,2,.c,0,2,.c,4,1,4,2,1,1,1,203,1,203,1,3,2,2,2,2,2,1,3,2,3,2,2,3,2,2,2,3,2,2,5,5,1,1,3,1,1,0,1,0,0,1,0,1,1,1,1,1,6,0,5,1,1,3,.c,.c,2,2,1,1,1,.b,3,2,7,1,3,1,3,5,1,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,2,7,2,2,3,2,2,1,1,1,1,4,15,4,1
434,2,725,16020725,602,206,200602,198,2,5,1,2017-02-25,1,206,3,31,1,2,.b,70,2,2,2,3,4,4,4,4,.c,.b,1,.a,.c,2,2,.c,2,2,.c,2,0,0,0,0,0,0,0,0,0,0,2,.b,3,3,3,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,2,2,2,2,2,2,5,6,7,7,7,7,7,7,7,2,7,3,7,1,2,1,10,1,1,10,1,1,1,1,1,2,2,2,2,0,0,0,.c,0,.c,.c,.c,0,1,2,.c,2,.c,0,2,.c,4,1,1,1,1,1,1,.a,2,.c,2,3,2,2,2,2,2,1,3,1,3,1,.a,3,2,1,.a,.a,.a,.a,5,5,5,1,3,2,.a,1,0,0,0,1,0,1,1,1,2,2,4,2,5,2,5,1,2,11,11,2,2,.c,2,2,2,1,8,3,0,.c,2,2,2,2,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,4,4,1,2,2,1,1,1,1,1,4,15,4,1
435,2,1164,16021164,1104,211,201104,228,2,5,1,2017-03-03,1,206,3,24,2,2,1,57,3,3,1,5,1,4,4,4,1,1,2,2,.c,2,1,.c,2,2,.c,2,1,0,0,0,1,0,1,0,0,0,1,3,3,3,4,2,0,3,4,3,4,3,7,4,6,4,5,2,3,2,6,4,5,4,3,6,3,4,6,4,3,3,5,4,4,4,5,5,3,4,4,3,2,7,7,4,2,1,4,4,5,1,4,2,5,10,8,6,9,8,5,7,1,1,1,1,1,0,0,0,.c,.c,.c,0,.c,0,5,2,.c,2,.c,0,.b,.c,4,.b,4,1,1,1,1,201,2,.c,4,4,2,2,2,2,2,.b,3,.b,3,.b,4,3,5,1,.a,.a,.a,.a,5,2,5,2,.b,2,2,1,0,0,0,0,0,0,0,.b,2,2,12,1,2,1,5,3,.c,.c,.b,2,2,.c,2,3,2,2,5,1,1,1,7,4,2,2,1,0,0,1,0,0,0,1,0,0,0,1,1,0,2,8,3,1,1,3,1,1,1,1,2,4,17,4,2
436,2,96,16020096,501,205,200501,184,2,5,1,2017-02-16,1,206,2,25,2,2,3,57,3,2,1,4,4,2,2,4,4,3,1,2,.c,2,1,.c,1,1,1,1,1,0,1,1,1,0,1,0,0,0,3,4,3,3,3,4,77,1,3,1,1,1,7,1,7,1,5,1,1,2,1,7,1,4,6,7,1,1,1,1,3,3,3,3,3,4,5,1,1,3,1,1,6,7,1,4,6,2,7,4,7,1,3,1,10,10,5,10,7,7,4,1,1,1,1,1,2,1,0,1,0,0,.c,.c,0,1,5,1,3,2,.c,1,1,3,1,1,4,2,1,1,1,202,2,.c,2,3,2,2,2,2,2,1,3,1,1,2,4,2,2,1,.a,2,2,2,5,5,5,1,3,1,2,1,1,1,0,1,1,1,1,1,2,2,9,1,4,1,1,1,1,11,11,2,2,.c,2,4,2,1,5,2,4,1,2,2,2,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,4,3,3,4,3,2,1,1,1,2,4,20,4,2
437,2,477,16020477,1413,214,201413,136,2,5,1,2017-03-22,1,203,3,46,1,2,2,5,2,2,2,4,4,2,2,3,.c,3,8,2,.c,2,.c,2,1,1,3,2,1,1,1,1,1,1,1,0,0,0,2,3,3,2,1,3,2,3,7,4,4,6,7,4,7,4,5,4,5,2,5,5,4,5,5,5,5,5,4,4,4,2,3,4,4,3,3,2,7,7,6,2,4,7,6,5,1,2,5,4,7,1,2,1,9,9,7,9,7,6,6,6,1,1,1,1,1,0,0,0,.c,0,.c,0,0,0,5,1,2,1,2,0,2,.c,2,1,1,2,1,1,1,201,2,.c,3,2,1,1,2,2,2,1,3,1,3,2,1,1,1,1,.a,.a,.a,.a,1,1,1,1,3,2,2,0,1,0,0,1,0,1,1,1,2,2,13,0,5,1,77,2,1,10,1,2,1,1,2,3,1,2,8,3,4,1,3,4,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,4,2,2,2,1,1,1,1,1,2,4,4,4,1
438,2,1391,16021391,919,209,200919,206,2,5,1,2017-05-01,1,206,3,42,2,2,2,57,3,3,2,3,1,2,2,4,4,1,6,2,.c,2,.c,1,2,2,.c,2,0,1,0,0,0,0,0,0,0,0,2,2,3,2,4,1,7,4,7,4,7,7,7,4,5,4,7,5,4,6,5,6,6,6,6,7,6,5,6,6,4,2,3,2,2,2,5,3,7,7,4,5,4,5,3,6,6,2,7,4,1,1,2,2,1,1,1,10,7,8,7,6,3,2,1,1,2,0,0,0,0,0,.c,.c,0,0,3,1,3,1,2,1,2,.c,3,2,.a,1,1,1,1,277,1,277,1,3,2,2,2,2,2,3,3,.a,3,2,1,1,.a,1,.a,.a,2,2,4,1,2,1,3,1,1,0,1,0,0,1,0,0,0,0,2,2,6,2,2,1,5,5,.c,.c,6,1,2,.c,2,2,2,3,3,0,2,1,3,1,1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,4,3,1,1,1,1,1,1,1,1,7,2,4,2
439,2,451,16020451,1301,213,201301,109,2,5,1,2017-04-04,1,203,2,46,1,2,1,13,2,2,2,2,1,1,4,3,.c,1,9,2,.c,1,.c,1,2,2,.c,2,1,0,0,0,0,0,0,1,0,0,1,2,2,2,4,1,.a,5,6,3,5,7,7,4,6,1,6,2,6,4,1,7,6,5,3,7,5,6,7,3,4,2,.b,1,1,4,2,2,4,5,1,6,2,2,7,2,3,1,7,2,5,1,1,1,7,8,4,3,10,4,1,1,1,3,2,1,.a,0,0,0,0,.c,.c,1,.c,0,3,1,2,1,3,0,2,.c,3,.a,2,.a,2,1,1,203,2,.c,4,1,2,2,2,2,2,1,1,1,3,2,11,1,5,1,.a,3,3,4,4,5,4,1,3,2,1,1,1,1,.b,1,0,0,1,1,2,2,9,3,2,1,1,7,.c,.c,1,2,2,.c,1,.b,2,6,5,2,0,.c,7,2,1,2,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,7,4,3,3,2,1,2,1,1,2,3,21,4,1
440,2,1433,16021433,1606,216,201606,151,2,5,1,2017-03-04,1,205,3,27,1,2,1,13,2,1,1,2,2,2,1,3,.c,4,5,2,.c,2,.c,1,1,1,2,2,1,0,0,1,1,0,0,0,0,0,2,3,3,2,3,2,7,6,7,4,5,5,7,7,5,4,6,3,4,5,6,5,6,7,6,7,3,3,4,4,3,2,3,2,2,3,4,3,2,7,4,3,5,7,7,6,1,1,6,4,1,1,3,1,10,1,9,10,5,8,2,1,1,1,1,2,1,0,0,0,0,0,.c,.c,.c,1,5,1,3,2,.c,1,2,.c,2,1,4,1,1,1,1,202,2,.c,1,3,2,2,2,2,2,1,3,2,2,2,2,1,2,2,2,3,2,1,1,1,1,1,3,1,1,0,0,1,1,1,0,1,1,1,2,2,14,0,1,1,5,3,.c,.c,4,2,1,7,1,3,3,3,11,5,2,1,3,3,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,7,1,3,2,1,1,1,1,1,2,6,9,4,1
441,2,1515,16021515,100,208,200802,263,2,5,1,2017-03-30,1,203,3,35,1,2,4,13,2,2,2,2,1,4,2,4,.c,2,5,2,.c,2,2,.c,2,2,.c,2,0,0,1,0,0,0,0,0,0,0,2,1,2,2,4,3,2,4,4,3,3,7,7,4,5,3,4,1,5,4,5,3,4,4,4,5,4,3,4,3,1,2,2,2,2,3,5,4,4,7,5,1,1,3,3,4,1,2,4,4,1,1,2,1,1,1,5,5,5,1,5,1,1,1,1,1,1,0,0,0,.c,0,.c,.c,0,0,5,.a,.c,.a,.c,0,2,.c,2,1,4,1,1,1,1,202,2,.c,3,3,2,2,2,2,2,3,1,2,1,2,1,3,.a,1,3,4,.a,.a,3,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,6,0,2,1,5,2,4,8,8,2,2,.c,2,3,2,3,6,2,4,.a,3,5,1,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,2,5,4,2,2,1,1,1,1,1,2,4,4,4,1
442,2,953,16020953,106,201,200106,31,2,5,1,2017-03-08,1,201,2,23,2,2,2,70,2,2,2,.b,4,3,3,3,4,.b,7,2,.c,2,.c,1,2,2,.c,2,1,0,0,1,1,1,1,0,0,0,2,4,2,2,2,1,77,6,7,4,6,5,7,7,7,7,6,5,7,6,7,6,5,7,7,7,5,6,5,5,4,2,3,3,3,3,3,4,5,1,4,5,6,7,7,7,3,2,7,4,5,1,4,1,7,4,5,6,5,5,6,4,1,1,1,1,1,0,0,0,.c,0,.c,.c,.c,.b,2,2,.c,2,.c,1,1,1,1,1,1,2,1,1,2,.c,2,.c,3,1,1,2,1,2,1,3,3,2,3,1,1,2,2,1,3,3,.a,3,5,5,2,1,3,2,1,0,0,0,0,1,0,1,1,1,2,1,6,0,3,1,1,5,.c,.c,1,2,2,.c,2,2,2,3,12,6,1,1,3,4,3,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,4,4,3,4,3,2,2,1,2,2,3,10,4,2
443,2,1138,16021138,106,201,200106,31,2,5,1,2017-03-08,1,201,2,25,1,2,1,1,3,2,2,3,1,4,3,4,.c,1,5,2,.c,2,.c,1,1,1,1,2,0,0,0,1,1,1,1,0,0,0,4,4,3,3,3,1,.a,5,.a,3,3,5,7,6,6,4,1,1,5,6,7,7,3,6,5,7,1,3,4,2,3,3,3,3,3,3,4,2,4,4,7,4,3,7,1,5,4,2,5,4,7,1,3,1,8,2,9,3,8,5,1,1,2,3,3,1,2,1,0,1,0,0,.c,.c,0,0,4,1,3,1,2,1,1,3,3,1,1,1,1,1,1,201,2,.c,2,3,1,2,1,2,2,1,3,1,1,1,6,1,2,2,.a,4,3,3,5,1,2,1,3,1,1,1,1,1,0,1,0,0,1,1,1,1,6,0,2,1,1,1,4,5,10,2,2,.c,2,3,2,2,5,3,3,1,3,4,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,6,2,2,3,3,2,1,1,1,2,4,26,4,1
444,2,1306,16021306,1013,210,201013,224,2,5,1,2017-03-01,1,206,3,68,2,2,1,4,3,3,2,.a,2,4,3,4,4,1,1,2,.c,2,.a,.c,1,2,.c,2,1,1,0,0,0,.c,1,0,0,0,2,1,3,3,4,1,77,1,.a,.a,5,2,7,7,7,1,7,1,1,7,7,7,1,7,7,7,7,7,7,7,1,5,5,4,4,4,2,2,1,2,1,1,1,7,7,7,.a,2,1,4,7,1,4,2,10,10,1,10,1,10,2,1,2,3,3,2,2,0,0,0,0,0,.c,.c,.c,0,5,2,.c,2,.c,0,2,.c,4,1,4,2,2,1,1,202,2,.c,4,4,2,2,2,2,2,3,3,2,1,2,4,3,.a,1,.a,.a,.a,3,5,5,5,.a,3,2,2,1,1,1,0,1,0,1,1,1,2,2,1,0,2,1,5,1,4,1,4,2,2,.c,2,3,1,3,4,3,5,1,2,5,5,2,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,5,4,3,4,1,1,1,1,1,2,4,20,4,2
445,2,825,16020825,1001,210,201001,215,2,5,1,2017-03-08,1,206,2,30,2,2,2,57,3,2,2,4,2,2,2,4,2,1,10,2,.c,2,2,.c,2,2,.c,2,0,1,0,1,1,1,0,0,0,0,2,4,2,2,1,4,77,3,3,1,4,3,7,1,7,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,3,.b,5,3,3,3,3,2,1,1,1,1,1,7,.b,.b,3,1,4,.b,.b,4,3,2,4,10,2,3,.b,5,.b,1,3,1,1,1,1,1,1,0,.c,.c,.c,0,0,0,5,1,.b,2,.c,1,1,3,1,1,1,2,1,1,1,202,2,.c,4,3,2,2,1,1,1,.b,3,2,3,1,4,1,.b,2,.a,.a,.a,.a,5,5,5,1,2,2,.b,0,1,0,0,1,0,1,1,1,1,1,3,0,2,1,1,7,.c,.c,2,2,2,.c,1,4,2,2,6,3,4,1,3,5,1,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,2,6,5,1,1,2,1,1,1,1,2,4,17,4,2
446,2,1462,16021462,116,201,200116,59,2,5,1,2017-05-05,1,201,2,26,2,2,2,57,2,1,2,3,1,2,4,4,4,2,5,2,.c,2,2,.c,2,2,.c,1,1,0,1,1,1,0,0,0,0,0,2,2,2,3,3,4,1,2,6,4,3,7,7,5,7,5,5,1,4,3,7,7,3,3,5,5,7,4,2,5,1,3,3,2,2,2,1,1,2,7,6,1,4,7,7,7,7,2,7,3,4,1,3,1,9,6,6,10,2,4,5,5,3,2,1,1,2,0,0,0,.c,.c,.c,0,0,0,4,1,2,1,3,0,2,.c,2,1,1,2,2,1,2,.c,2,.c,3,4,2,2,2,2,2,3,2,1,1,1,4,2,2,1,.a,.a,.a,2,2,1,5,1,3,2,1,0,0,0,0,1,0,0,0,0,2,2,7,0,2,1,12,5,.c,.c,11,2,2,.c,2,2,1,3,6,4,4,.a,3,2,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,3,3,3,3,2,1,1,1,1,2,3,10,4,2
447,2,463,16020463,602,206,200602,200,2,5,1,2017-03-16,1,206,3,38,2,2,1,1,3,3,2,2,2,2,2,4,2,2,2,2,.c,2,1,.c,2,1,.a,2,1,1,1,1,1,1,1,0,0,0,3,2,3,2,1,2,0,4,6,2,5,7,7,7,7,2,1,1,6,7,3,7,1,3,4,7,1,2,1,2,3,3,3,3,3,3,4,2,5,7,6,6,2,7,7,7,7,2,7,4,7,1,3,2,9,10,8,10,8,10,1,1,3,2,1,1,1,0,0,0,.c,0,.c,0,0,0,3,1,2,1,2,1,2,.c,2,1,4,1,1,1,1,.a,2,.c,4,3,2,2,2,2,2,4,3,1,1,1,2,1,2,2,.a,3,2,1,3,5,3,1,3,.a,1,0,1,0,0,1,0,0,1,1,2,2,6,0,4,1,1,1,.b,3,4,2,2,.c,2,3,2,1,6,2,4,1,2,2,3,3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,6,2,3,2,2,2,1,1,1,1,4,15,4,2
448,2,930,16020930,203,202,200203,138,2,5,1,2017-03-31,1,205,3,30,1,2,1,5,2,1,2,5,1,2,3,3,.c,1,10,2,.c,1,1,.c,2,2,.c,2,0,1,0,1,0,1,1,0,0,0,2,2,1,2,4,4,2,1,4,1,7,3,7,2,7,7,6,2,3,4,6,1,5,7,1,7,7,7,7,7,4,5,3,1,2,1,4,4,1,7,7,6,3,7,7,2,1,1,7,1,1,4,2,1,1,10,10,7,10,1,1,2,1,1,1,2,2,0,0,0,.c,0,.c,.c,.c,1,2,2,.c,2,.c,0,2,.c,4,1,2,1,1,1,1,201,2,.c,3,3,1,1,2,1,2,2,2,1,2,1,4,1,4,1,2,1,1,3,4,3,4,1,2,2,1,0,1,0,1,1,1,1,1,0,1,1,6,1,3,1,1,1,4,4,5,2,2,.c,1,3,3,1,5,2,0,.c,7,5,5,2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,5,3,1,1,1,1,1,1,1,1,7,2,4,1
449,2,580,16020580,509,205,200509,196,2,5,1,2017-03-10,1,206,3,38,2,2,1,70,3,3,2,5,2,4,4,4,3,3,6,2,.c,2,1,.c,2,1,1,2,0,0,0,0,1,0,0,0,0,1,3,3,2,2,1,3,1,5,4,3,2,3,7,4,6,3,1,2,3,4,3,2,3,4,4,6,1,1,1,1,2,3,4,2,2,3,5,3,4,5,4,3,7,6,2,5,6,1,2,3,4,1,2,2,6,4,6,10,7,6,1,1,1,1,1,1,1,0,0,0,.c,0,.c,.c,0,0,3,1,3,1,2,1,1,2,2,1,1,1,1,1,1,202,2,.c,1,4,2,2,2,2,2,4,3,2,3,1,10,2,4,2,.a,4,3,.a,2,1,3,1,3,1,1,1,1,0,1,1,0,0,1,1,2,2,3,0,1,1,5,1,3,10,8,2,2,.c,2,3,2,2,2,0,0,.c,3,2,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,2,5,3,2,2,2,2,1,2,1,1,7,2,4,2
450,2,54,16020054,710,207,200710,85,2,5,1,2017-04-05,1,203,3,32,2,2,1,1,3,2,1,2,1,2,2,2,3,2,8,2,.c,2,1,.c,1,1,1,1,1,0,1,1,1,0,1,0,0,0,2,2,2,2,2,2,7,3,4,5,4,5,7,5,7,4,3,3,5,4,6,4,4,6,5,7,2,2,3,1,3,3,4,3,4,3,3,2,4,5,4,3,4,7,6,5,3,1,7,3,7,1,3,1,6,3,5,5,2,5,1,1,1,1,1,1,1,0,0,0,.c,0,.c,0,0,0,4,1,3,1,2,0,2,.c,1,1,4,2,1,1,1,202,2,.c,2,4,2,2,2,2,2,1,3,1,3,1,4,1,2,1,.a,3,2,2,3,1,5,1,2,1,2,0,1,0,0,1,0,0,1,1,2,2,12,1,2,1,5,1,1,11,3,2,1,1,2,3,2,3,5,1,2,1,3,1,1,2,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,5,2,1,1,3,1,1,1,1,1,5,5,4,2
451,2,363,16020363,509,205,200509,196,2,5,1,2017-03-10,1,206,3,27,1,2,2,70,2,2,2,2,4,2,4,4,.c,3,.b,2,.c,1,1,.c,2,2,.c,1,1,1,0,1,1,0,1,0,0,0,3,2,3,3,3,2,.a,4,7,4,4,3,4,5,6,3,3,1,2,4,4,5,4,6,4,7,4,5,5,3,4,2,4,2,3,3,5,2,4,7,5,6,4,7,5,6,5,2,6,3,7,1,3,2,10,4,8,10,9,9,7,4,2,2,2,1,2,1,0,0,.c,0,.c,0,0,1,4,1,3,2,.c,0,2,.c,2,1,1,1,2,2,2,.c,2,.c,4,1,2,2,2,2,2,1,2,1,3,1,10,2,2,2,2,2,2,2,2,2,2,1,3,2,1,0,0,0,0,1,0,1,1,1,2,2,9,1,2,2,1,1,2,1,0,2,2,.c,2,3,2,2,5,3,3,.a,.a,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,4,3,1,1,3,2,1,1,1,2,4,20,4,1
452,2,125,16020125,1213,212,201213,105,2,5,1,2017-05-08,1,203,3,19,1,2,2,4,2,1,2,3,1,4,2,4,.c,3,4,2,.c,2,.c,2,2,2,.c,2,1,0,0,1,0,1,0,0,0,0,2,2,3,3,3,4,77,1,5,3,3,5,7,4,5,2,5,1,1,2,3,4,3,4,4,5,4,3,6,5,2,2,3,3,2,2,2,2,4,7,3,2,2,7,4,4,5,2,3,3,1,1,3,2,3,8,7,6,4,3,1,1,1,1,1,1,2,0,0,0,.c,.c,.c,0,.c,0,4,2,.c,2,.c,0,2,.c,4,1,1,2,1,1,1,201,2,.c,4,4,2,2,2,2,2,1,3,1,3,2,4,3,2,2,4,2,.a,3,5,5,2,1,3,2,2,0,1,0,0,1,0,1,1,1,2,2,12,2,1,1,77,3,.c,.c,0,2,1,1,2,1,1,1,6,2,0,.c,3,3,2,2,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,9,3,2,2,2,1,1,1,1,2,4,17,4,1
453,2,1320,16021320,1001,210,201001,215,2,5,1,2017-03-08,1,206,2,40,1,2,1,27,3,3,2,4,1,2,4,4,.c,3,4,2,.c,2,1,.c,2,1,1,2,1,1,0,1,1,1,1,1,1,0,4,4,3,3,1,1,0,4,3,2,3,3,7,2,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,5,5,4,4,4,5,5,1,7,2,1,2,7,2,4,4,1,7,4,6,1,4,2,1,8,5,7,2,3,1,1,1,1,1,1,2,1,1,1,1,0,.c,1,1,0,5,1,1,2,.c,1,1,3,1,2,4,1,1,1,1,.b,2,.c,4,3,2,2,2,2,2,1,1,1,3,1,4,3,2,1,.a,.a,.a,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,2,12,0,1,1,1,1,4,5,6,2,2,.c,1,3,1,2,6,4,4,2,3,5,2,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2,5,3,3,1,3,3,2,2,1,2,4,20,4,1
