,pais,idnum,uniq_id,upm,prov,municipio,cluster,ur,tamano,idiomaq,fecha,wt,estratopri,estratosec,q2,q1,nationality,ls3,a4,soct2,idio2,np1,sgl1,cp6,cp7,cp8,cp13,cp20,it1,l1,prot3,prot4,guaprot1,jc10,jc13,jc15a,vic1ext,vic1exta,arm2,vic71,vic72,vic73,vic40a,vic74,fear6fa,vic41,vic43,vic45n,vicbar4a,pole2nn,aoj11,pese1,pese2,aoj17,aoj12,seg10,b1,b2,b3,b4,b6,b43,b11,b12,b13,b18,b21,b21a,b32,b17,b37,b47a,b15,b50,b60,polegit1,polegit2,polegit3,polegit4,epp3,m1,m2,sd2new2,sd3new2,sd6new2,infrax,infra3,ros1,ros4,ing4,eff1,eff2,aoj22new,polegit5,media3,media4,exp_a,dst1b,drk1,env1c,env2b,pn4,w14a,e5,e16,d1,d2,d3,d4,d5,d6,lib1,lib2b,lib2c,lib4,dem11,exc2,exc6,exc20,exc11,exc13,exc14,exc15,exc16,exc18,exc7new,vicbar1,vicbar1f,vicbar3,vicbar3f,vicbarf,vicbar7,vicbar7f,fear11,capital1,iga1,igaaoj22,vb1,inf1,vb2,vb3n,vb10,vb11,pol1,vb20,dis7a,dis8a,dis9a,dis10a,dis11a,soc1,soc4,soc5,soc8,soc9,for5,for6b,for7b,exp_b,mil10a,mil10e,mil10oas,mil10un,guaelep1,guaref1,guaref2,guaref3,guapv1,guapv2,guapv3,guadv1,guapv4,guapv5,guadv2,guamil7,guadv3,guafie2,guafie3,guafie4,wf1,cct1b,ed,ed2,q5a,q5b,q3c,ocup4a,ocup1a,q10g,q10new,q10a,q14,guamig1,q14a,q10d,q10e,q11n,q12c,q12bn,q12,vac1,etid,www1,gi0,pr1,r3,r4,r4a,r5,r6,r7,r8,r12,r14,r15,r18,r1,r16,r26,inf3a,colorr,conocim,iarea1,iarea2,iarea3,iarea4,iarea5,iarea6,iarea7,sexi,colori,srvyrid,formatq,sex
0,2,1200,16021200,2211,222,202211,251,2,5,1,2017-03-18,1,206,3,34,2,2,1,57,3,3,2,3,4,2,2,4,.c,1,10,2,.c,2,1,.c,2,2,.c,2,1,1,1,1,1,0,0,0,0,0,3,3,1,1,1,4,7,7,7,1,3,5,7,1,7,4,2,1,1,7,7,7,3,7,4,7,3,4,3,4,1,3,3,2,2,3,3,1,4,6,6,2,1,7,5,7,6,2,7,4,1,1,2,2,5,6,3,6,2,1,1,1,3,1,1,2,.b,0,0,0,.c,.c,.c,.c,0,0,1,2,.c,1,3,1,2,.c,2,.b,1,1,1,1,1,203,2,.c,4,1,2,2,2,2,2,3,.b,2,3,1,1,1,2,2,.a,.a,1,.a,5,5,5,1,.a,1,.a,0,0,0,0,1,0,0,1,1,2,1,2,0,2,1,1,5,.c,.c,1,2,2,.c,2,3,1,2,8,5,4,1,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,6,5,1,1,1,1,1,1,1,2,4,17,4,2
1,2,1044,16021044,901,209,200901,93,2,5,1,2017-05-05,1,203,2,18,1,2,2,5,3,1,2,4,4,1,3,4,.c,2,3,2,.c,2,.c,2,2,2,.c,2,1,0,1,1,0,0,0,0,0,0,3,1,3,3,4,4,0,5,1,3,7,1,1,1,3,1,3,1,7,1,3,4,1,4,1,6,1,3,2,3,1,5,4,3,3,3,5,3,7,7,5,1,3,7,4,5,7,1,7,2,1,1,3,2,5,1,2,9,5,10,1,1,1,1,1,1,1,0,0,0,.c,.c,.c,0,.c,0,5,2,.c,2,.c,0,2,.c,3,1,1,2,2,2,2,.c,2,.c,3,4,2,2,2,2,2,1,2,2,2,2,.a,1,4,2,4,.a,.a,.a,4,5,3,2,3,2,1,0,1,0,1,1,0,1,1,1,2,2,7,0,5,2,.a,7,.c,.c,5,2,1,7,1,4,3,1,5,2,0,.c,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,5,5,1,4,2,2,1,1,1,2,4,17,4,1
2,2,899,16020899,2004,220,202004,178,2,5,1,2017-03-30,1,205,3,45,2,2,2,4,3,3,2,4,2,2,4,4,1,3,1,2,.c,1,1,.c,2,2,.c,1,0,1,0,0,0,1,0,1,1,0,2,1,2,3,.a,.a,1,1,6,7,5,7,6,4,7,.a,6,5,7,2,4,3,2,4,.a,.a,2,3,4,5,.a,5,4,2,2,3,5,4,1,2,3,4,5,7,6,6,5,1,2,4,1,1,.a,1,1,5,5,4,10,6,8,7,.a,1,1,.a,2,0,0,0,.c,0,.c,.c,.c,1,5,1,3,2,.c,0,1,3,1,2,4,2,1,1,1,202,2,.c,3,4,1,1,1,2,2,4,.a,2,1,2,12,3,5,1,3,4,3,3,5,5,.a,1,1,2,1,0,1,0,1,0,0,1,1,0,2,2,.b,.a,2,1,5,7,.c,.c,.a,2,1,4,1,3,1,2,5,3,6,1,3,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,6,4,2,1,1,2,1,2,1,2,6,13,4,2
3,2,412,16020412,901,209,200901,93,2,5,1,2017-02-17,1,203,2,68,1,2,2,.a,3,3,2,2,3,4,4,3,.c,1,.a,2,.c,2,.c,2,.a,2,.c,2,0,1,1,1,1,.c,1,0,0,0,2,3,.a,3,3,2,7,.a,7,7,1,1,6,5,6,1,7,.a,1,2,.a,.a,.a,1,.a,.a,5,4,3,6,1,4,4,3,2,2,3,2,7,7,5,6,.a,6,7,4,3,1,2,3,1,3,2,1,7,7,4,1,.a,.a,3,6,1,1,3,1,2,1,0,1,.c,.c,.c,.c,.c,0,.a,.a,.c,2,.c,0,2,.c,3,.a,2,.a,1,1,1,277,2,.c,4,1,2,2,2,2,1,.a,.a,2,3,2,.a,4,.c,1,.a,1,.a,.a,4,4,5,2,1,2,2,0,0,0,0,0,0,0,0,1,2,2,.a,.a,3,1,1,3,.c,.c,.a,2,1,3,2,3,3,2,4,0,8,1,3,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,6,5,2,4,1,3,1,1,1,2,4,7,4,1
4,2,598,16020598,2004,220,202004,180,2,5,1,2017-03-29,1,205,3,49,2,2,4,19,3,1,2,3,1,2,2,2,2,1,1,2,.c,2,.c,2,2,2,.c,2,0,0,0,0,1,1,1,1,1,0,2,1,.a,2,2,4,.a,6,.b,7,.a,5,7,7,7,7,6,5,7,.a,1,7,7,1,7,7,4,7,7,7,7,2,2,2,2,2,1,2,7,7,7,7,7,.a,7,1,.a,2,7,.a,1,.a,.a,.a,10,10,10,.a,1,10,1,10,.a,.a,.a,1,.a,0,0,0,.c,.c,.c,0,0,.a,.a,2,.c,2,.c,0,2,.c,.a,.a,.a,1,1,1,1,201,2,.c,2,.a,2,2,.a,2,2,1,.a,2,.a,2,.a,4,.c,1,.a,.a,.b,.b,.a,.a,.a,1,.a,1,1,0,1,1,0,.a,0,1,1,1,2,2,0,0,1,1,1,5,.c,.c,.a,2,2,.c,2,3,.a,2,9,1,9,1,.a,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,5,5,1,1,1,1,1,2,1,1,7,2,4,2
5,2,220,16020220,2004,220,202004,180,2,5,1,2017-03-29,1,205,3,21,2,2,2,19,3,3,2,2,1,4,2,4,1,2,8,2,.c,2,1,.c,2,2,.c,2,0,0,0,0,0,1,0,1,1,0,2,3,2,2,1,1,7,4,5,5,7,7,7,7,7,7,7,5,5,7,7,7,6,6,6,6,7,7,6,6,5,3,3,2,2,3,3,2,3,2,4,4,4,7,7,6,5,2,7,1,7,1,2,1,6,7,10,7,6,5,5,10,2,2,2,1,2,0,0,0,.c,.c,.c,.c,.c,1,4,1,3,1,1,1,1,3,1,1,1,2,1,1,1,210,2,.c,2,3,2,2,2,2,2,1,3,2,.b,1,4,1,2,1,.a,1,1,2,5,5,5,1,3,2,2,0,1,0,0,0,0,0,1,1,2,2,9,0,2,1,1,3,.c,.c,0,2,2,.c,2,3,3,2,4,2,2,1,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,5,3,3,1,1,1,1,1,1,2,6,13,4,2
6,2,701,16020701,1319,213,201319,122,2,5,1,2017-04-07,1,203,3,24,2,2,1,5,3,2,2,4,1,4,4,4,4,3,5,2,.c,2,2,.c,2,2,.c,2,1,0,1,0,0,.c,0,0,0,0,3,2,3,1,2,4,1,3,4,2,4,5,7,1,3,1,2,1,2,1,3,3,2,1,2,5,2,1,1,2,1,3,5,4,4,4,2,2,4,5,4,1,4,4,2,3,5,1,5,3,4,1,2,.a,3,4,4,2,1,2,2,1,2,1,2,1,1,0,0,0,.c,.c,.c,.c,.c,0,4,2,.c,2,.c,0,2,.c,2,.a,1,2,1,1,2,.c,2,.c,3,3,2,2,2,2,2,3,3,2,3,2,2,1,.a,1,3,4,.a,2,5,3,5,.a,3,.a,2,0,0,1,0,1,0,0,1,1,2,2,9,0,2,1,1,7,.c,.c,7,2,2,.c,2,4,3,1,6,3,0,.c,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,.c,1,1,5,2,2,2,2,1,1,1,1,1,5,6,4,2
7,2,391,16020391,1001,210,201001,215,2,5,1,2017-03-08,1,206,2,48,2,2,.b,3,3,3,2,4,1,4,4,4,4,2,2,2,.c,2,.c,2,2,1,6,2,1,0,0,0,0,0,0,1,.c,0,.b,3,.a,.a,2,1,.a,1,6,4,4,6,4,5,4,2,5,1,4,2,1,3,1,1,2,2,5,6,6,7,2,3,5,3,3,3,3,3,6,7,5,1,4,7,5,4,5,1,4,2,6,1,3,2,5,9,10,6,5,6,1,1,1,1,1,1,1,0,1,0,.c,.c,.c,.c,0,0,4,2,.c,.a,.c,0,1,3,2,2,1,2,1,1,1,201,2,.c,4,.b,2,2,2,2,2,.a,3,2,3,2,.a,1,5,1,.a,.a,.a,.a,.a,5,5,1,3,.a,.a,0,1,0,0,1,0,0,0,0,2,2,3,0,1,1,5,5,.c,.c,10,2,2,.c,1,4,2,2,7,1,3,1,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,5,5,1,1,2,1,1,1,1,2,4,17,4,2
8,2,368,16020368,2211,222,202211,250,2,5,1,2017-03-19,1,206,3,33,2,2,3,4,2,3,2,3,2,2,4,4,4,1,10,2,.c,2,.c,2,2,2,.c,1,1,0,1,1,1,1,0,0,0,0,4,2,3,3,4,2,77,1,7,7,7,.b,7,7,1,7,1,1,1,7,7,1,1,7,7,7,3,3,2,3,1,4,5,3,4,4,3,1,3,1,3,1,4,7,1,4,3,1,2,4,3,1,4,1,10,1,4,7,1,1,1,1,1,1,1,1,1,0,0,0,.c,0,.c,.c,0,0,2,2,.c,2,.c,0,2,.c,4,2,1,1,1,1,1,203,2,.c,2,1,2,2,2,2,2,1,3,2,2,2,4,2,4,2,.a,.a,.a,.a,5,4,5,2,3,2,2,0,0,0,0,1,0,0,1,1,2,2,1,0,2,1,1,5,.c,.c,0,2,1,7,2,3,3,6,4,3,3,1,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,7,4,2,4,3,2,1,1,1,2,4,17,4,2
9,2,6,16020006,1204,212,201204,102,2,5,1,2017-03-30,1,203,3,49,2,2,1,13,2,3,2,.a,1,2,3,4,2,1,5,2,.c,2,.c,2,2,2,.c,2,0,.b,0,0,1,0,0,0,0,0,1,1,3,2,3,1,1,7,3,4,5,6,7,7,7,5,7,2,4,4,7,6,4,7,6,3,7,6,7,6,2,3,5,2,3,3,3,4,2,1,3,5,4,7,6,5,4,2,7,2,3,1,2,1,5,8,5,6,7,4,2,1,1,1,1,1,2,0,0,0,.c,.c,.c,0,0,1,5,1,2,2,.c,0,2,.c,3,1,3,2,1,1,1,201,2,.c,3,4,2,2,2,2,2,1,1,2,2,2,12,3,4,2,.a,.a,.a,.a,5,5,3,1,.b,.a,.a,0,1,0,0,1,0,1,1,1,2,.a,4,0,2,1,1,7,.c,.c,1,2,2,.c,2,3,.b,2,7,2,5,1,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,4,4,2,2,1,1,1,1,1,1,3,8,4,2
10,2,1276,16021276,1708,217,201708,273,2,5,1,2017-04-25,1,205,3,32,1,2,1,.a,3,2,1,2,4,4,2,4,.c,4,.b,2,.c,2,2,.c,2,2,.c,2,0,0,0,0,0,0,0,1,0,0,3,3,3,3,4,1,7,5,7,7,7,5,7,7,7,6,4,7,7,7,7,7,7,7,5,7,4,3,7,4,.b,3,3,2,2,2,3,3,5,4,4,5,7,7,5,4,1,2,4,.b,4,2,1,1,10,10,1,4,1,6,1,5,1,1,1,1,2,0,0,0,.c,.c,.c,0,0,0,2,1,3,2,.c,1,1,3,3,2,4,1,1,1,2,.c,2,.c,4,4,2,2,2,2,2,1,2,2,2,2,.a,4,.c,2,.a,.a,.a,.a,5,5,5,.a,2,.a,.a,0,1,0,1,1,0,0,1,1,1,1,5,0,2,1,5,6,.c,6,6,2,2,.c,2,3,3,2,6,4,4,1,2,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,6,4,3,3,2,1,1,1,1,2,6,9,4,1
11,2,676,16020676,901,209,200901,93,2,5,1,2017-02-17,1,203,2,44,2,2,1,19,3,3,2,4,4,1,1,4,4,2,1,2,.c,2,1,.c,2,2,.c,2,0,0,0,0,0,1,0,1,0,0,2,2,1,3,1,1,77,7,6,5,4,3,2,1,4,5,6,7,4,3,2,1,2,3,4,5,6,1,2,3,4,4,2,2,2,2,4,4,2,3,4,5,6,7,1,1,2,2,1,3,1,4,2,2,4,10,8,7,6,5,4,3,3,3,3,3,1,0,0,0,.c,0,.c,.c,0,.a,5,2,.c,2,.c,0,2,.c,4,2,.a,2,1,1,1,202,2,.c,4,2,2,2,2,2,2,3,3,2,3,1,10,1,5,2,.a,.a,.a,.a,5,5,5,1,3,1,1,0,1,0,0,0,0,1,0,1,2,2,0,0,5,3,1,2,5,0,0,2,1,1,2,4,2,5,5,2,3,1,3,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,1,7,4,2,4,1,3,1,1,1,1,5,29,4,2
12,2,1378,16021378,920,209,200920,211,2,5,1,2017-02-28,1,206,2,43,2,2,1,57,3,3,1,5,4,1,3,4,1,1,3,2,.c,2,.c,2,2,2,.c,2,1,1,1,1,1,1,1,0,0,0,2,3,3,1,4,1,77,6,3,6,7,2,3,7,3,4,6,1,7,3,5,2,7,3,1,7,5,3,4,6,7,3,5,3,2,3,2,2,1,5,3,6,2,7,5,3,2,2,7,4,2,1,2,1,6,10,4,6,9,1,7,4,1,2,1,1,2,0,0,0,1,.c,.c,.c,0,1,3,1,3,2,.c,0,1,3,1,1,1,1,1,1,2,.c,2,.c,4,4,1,2,1,2,2,3,2,1,2,1,7,1,4,1,.a,3,.a,3,3,5,5,1,3,2,.a,0,1,1,0,1,0,1,1,1,2,1,0,0,5,1,1,5,.c,.c,.a,2,1,3,2,4,3,6,4,1,5,1,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,.c,1,1,6,5,4,4,1,3,1,1,1,2,3,22,4,2
13,2,775,16020775,413,204,200413,77,2,5,1,2017-05-09,1,203,3,52,2,2,1,5,3,2,2,3,1,4,4,4,4,2,5,2,.c,2,.c,2,2,2,.c,2,0,0,1,0,0,0,0,0,0,0,2,2,3,3,4,4,0,4,7,3,7,5,7,6,1,1,1,2,1,3,1,3,1,1,1,1,1,1,2,2,2,3,4,2,2,2,3,3,2,3,4,4,3,3,3,2,2,1,6,3,4,1,3,2,8,5,4,6,5,3,1,1,1,1,1,1,2,0,0,0,.c,0,.c,.c,0,0,3,2,.c,2,.c,0,2,.c,4,1,1,2,2,1,1,201,2,.c,4,3,2,2,2,2,2,1,1,2,2,1,4,4,.c,1,.a,3,3,.a,5,3,3,1,3,2,1,0,1,0,0,1,0,0,1,0,2,2,0,1,2,1,5,1,4,1,5,2,2,.c,2,3,2,2,7,4,14,1,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,8,3,1,1,2,1,1,1,1,1,6,11,4,2
14,2,372,16020372,1213,212,201213,107,2,5,1,2017-05-08,1,203,3,19,2,2,1,.a,3,3,.a,2,1,4,4,4,4,1,5,2,.c,2,2,.c,2,2,.c,2,0,1,0,0,1,1,0,0,0,0,4,1,1,.a,3,4,0,5,6,3,2,7,1,4,5,6,7,4,3,2,1,7,6,4,3,2,2,3,4,5,6,2,4,2,1,2,4,4,1,2,3,4,5,6,7,5,6,1,3,4,7,1,4,1,9,10,8,7,6,5,4,3,2,3,3,1,2,0,0,0,.c,.c,.c,0,.c,1,5,1,3,2,.c,0,2,.c,1,.a,2,.a,2,2,2,.c,2,.c,1,.a,2,2,2,2,2,.a,3,1,3,.a,12,1,5,2,.a,.a,.a,.a,5,5,5,2,3,2,1,0,0,0,0,0,0,0,1,1,2,2,0,.a,5,1,5,5,.c,.c,.a,2,2,.c,2,.a,1,3,8,1,2,1,.a,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,.c,1,2,6,5,2,1,1,1,1,1,1,2,4,20,4,2
15,2,374,16020374,2004,220,202004,178,2,5,1,2017-03-30,1,205,3,33,1,2,1,7,3,3,1,2,1,1,2,2,.c,3,10,2,.c,2,2,.c,2,2,.c,2,0,0,0,0,0,0,0,0,0,0,2,4,3,3,4,4,77,1,1,7,2,2,6,5,4,1,1,1,2,7,6,5,2,4,1,5,7,6,5,4,1,3,3,2,3,2,.a,2,1,2,1,4,5,1,2,5,6,2,7,4,1,1,2,1,10,1,2,3,4,5,1,7,1,1,1,1,1,0,0,0,.c,0,.c,.c,0,0,4,2,.c,2,.c,0,2,.c,1,2,1,1,1,1,1,.b,2,.c,3,2,2,2,2,2,2,4,2,2,2,2,4,3,2,2,.a,1,1,.a,4,5,5,2,2,.a,.a,.a,1,1,0,1,0,1,1,1,2,2,1,0,1,1,1,1,4,1,16,2,2,.c,2,3,3,2,5,0,4,1,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,8,5,2,3,2,2,1,1,1,2,4,17,4,1
16,2,74,16020074,2102,221,202102,239,2,5,1,2017-03-23,1,206,3,25,1,2,1,22,3,3,2,4,4,2,2,4,.c,3,5,2,.c,2,1,.c,2,2,.c,2,1,0,1,0,1,0,1,0,0,0,3,4,1,1,1,1,0,4,6,3,5,6,7,2,7,4,5,1,3,4,4,6,5,3,6,1,4,2,3,2,1,3,3,3,2,3,4,3,5,6,2,2,5,6,5,6,4,2,7,4,7,1,3,2,1,10,7,8,2,4,1,1,1,1,1,1,1,0,0,0,.c,0,.c,.c,0,0,5,1,1,2,.c,0,1,3,1,1,4,1,1,1,1,201,2,.c,4,3,2,2,2,2,2,1,3,2,3,1,4,1,2,1,3,3,3,3,5,5,3,1,2,.a,1,0,1,0,0,1,0,1,1,1,2,2,6,0,5,1,.a,3,.c,.c,1,2,2,.c,2,3,1,3,6,3,4,1,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,0,2,7,3,2,3,2,1,1,1,1,1,4,15,4,1
17,2,328,16020328,1803,218,201803,170,2,5,1,2017-03-28,1,205,3,38,1,2,2,3,3,2,2,4,2,3,4,4,.c,4,3,2,.c,2,.c,1,2,1,1,2,1,1,1,1,1,1,1,1,1,0,2,4,3,3,3,4,7,3,.a,.a,.a,.a,2,3,2,1,1,1,1,1,3,1,1,1,1,5,5,6,7,4,1,5,5,3,3,2,5,4,1,1,5,1,1,1,7,1,1,1,1,3,1,1,3,1,10,10,1,10,1,1,1,1,3,1,1,1,2,0,0,0,.c,0,.c,.c,0,0,5,1,3,2,.c,0,2,.c,2,1,1,1,1,1,1,203,2,.c,4,4,1,1,1,2,1,1,1,2,3,2,4,1,2,1,.a,2,3,.a,5,5,3,1,3,.a,1,0,1,1,0,1,0,0,1,0,2,2,6,.a,1,1,5,3,.c,.c,1,2,1,1,2,3,2,2,5,3,3,1,3,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,.c,1,1,6,5,4,2,3,1,1,1,1,1,4,24,4,1
18,2,705,16020705,1204,212,201204,101,2,5,1,2017-03-28,1,203,3,70,1,2,1,13,2,2,2,3,4,4,4,4,.c,1,4,2,.c,2,.a,.c,2,2,.c,2,0,0,0,0,0,0,0,0,0,0,2,.a,.a,3,4,4,1,.a,.a,.a,.a,.a,7,4,.a,.a,5,3,.a,3,.a,.a,2,.a,.a,.a,4,.b,3,5,.a,3,3,2,2,2,2,2,.a,.a,.b,.a,.a,.a,5,.a,.a,1,.b,.a,.a,.a,.a,2,.a,.a,4,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,0,0,0,.c,.c,.c,.c,.c,.a,.a,2,.c,2,.c,0,2,.c,4,2,.a,.a,1,1,1,.b,2,.c,3,.a,2,2,2,2,2,.a,.a,2,1,2,.a,.a,.c,1,.a,.a,.a,.a,5,.a,5,.a,.a,.a,.a,0,1,.a,.a,.a,.a,1,1,1,2,.a,2,0,5,1,1,1,4,.b,.b,2,2,.c,.a,3,2,3,2,0,0,.c,3,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,2,4,5,1,1,1,1,1,1,1,1,3,8,4,1
19,2,115,16020115,2004,220,202004,179,2,5,1,2017-03-29,1,205,3,22,1,2,1,57,3,3,2,2,2,2,4,4,.c,1,10,2,.c,2,.c,2,2,2,.c,2,0,1,0,0,0,1,0,0,0,0,2,1,1,3,3,3,77,4,4,3,5,6,2,7,7,2,5,3,6,4,1,6,4,3,7,7,2,6,7,5,2,1,1,2,2,2,2,2,7,7,7,2,6,1,7,7,7,2,7,3,7,1,2,2,1,10,1,1,2,9,1,10,1,1,2,2,1,0,0,0,.c,.c,.c,.c,.c,0,1,2,.c,2,.c,0,1,3,4,1,1,1,1,1,1,201,2,.c,2,2,2,2,2,2,2,1,2,2,2,2,10,2,2,2,.a,.a,.a,1,5,5,5,1,3,2,.a,0,1,0,0,1,0,0,1,1,1,1,.a,.a,3,1,1,1,5,0,0,2,2,.c,2,4,3,3,3,1,1,1,3,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,2,4,5,1,2,1,1,1,1,1,2,4,17,4,1
20,2,450,16020450,1304,213,201304,115,2,5,1,2017-03-27,1,203,3,68,2,2,1,4,3,3,2,.a,1,4,4,4,4,.a,.a,2,.c,2,.c,.a,.a,2,.c,2,0,0,1,0,.c,0,0,0,0,0,2,1,2,2,4,.a,7,.a,1,.a,.a,.a,7,.a,3,.a,4,1,.a,2,.a,4,.a,6,.a,.a,1,.a,.a,2,.a,3,.a,1,2,2,.a,1,2,.a,3,5,.a,.a,6,7,7,1,7,3,1,3,2,2,.a,1,10,6,.a,8,.a,9,1,.a,1,.a,2,0,0,0,0,.c,.c,0,.c,0,.a,2,.c,.a,.c,0,2,.c,4,.a,4,1,1,1,1,.b,2,.c,4,2,2,2,1,2,2,1,3,2,3,2,.a,.a,.c,2,.a,4,4,4,5,5,4,.a,.a,.a,.a,0,1,0,0,1,.a,0,0,1,2,2,2,0,2,1,1,5,.c,.c,.b,2,2,.c,2,3,2,2,3,0,4,1,.a,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,1,1,4,4,2,3,2,1,1,1,1,1,5,6,4,2
21,2,1520,16021520,1319,213,201319,122,2,5,1,2017-04-07,1,203,3,39,1,2,.a,.b,.b,.b,2,.b,2,3,1,4,.c,2,1,2,.c,2,2,.c,.a,1,.a,1,.a,.a,0,0,0,.b,.a,0,0,0,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.a,.b,.b,.b,.b,3,1,.a,5,.b,.b,.b,.b,.b,.b,.b,.b,.b,2,.b,.b,.b,.a,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,.b,0,0,0,.c,0,.c,.c,0,0,.b,2,.c,2,.c,0,2,.c,.b,2,.b,.b,1,1,1,.b,2,.c,.b,.b,2,2,2,2,2,.b,.b,.b,.b,.b,.b,.b,.c,2,.b,.b,.b,.b,.b,.b,.b,.a,.b,.a,.a,0,.b,.b,.b,.a,.b,.a,1,0,.a,.a,.a,.b,1,1,77,1,4,.a,.b,2,1,7,.b,.b,.b,2,8,5,3,1,3,5,5,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,2,7,5,2,2,1,2,2,1,1,2,3,21,4,1
22,2,429,16020429,2101,221,202101,235,2,5,1,2017-05-12,1,206,2,18,1,2,4,.b,1,1,1,2,1,4,4,1,.c,1,10,2,.c,2,2,.c,2,2,.c,2,0,0,0,0,0,0,.a,0,0,0,2,4,1,3,1,1,.a,7,1,1,7,1,7,3,4,1,4,1,3,7,3,5,3,4,2,7,3,2,4,4,1,1,1,1,1,4,.b,2,7,7,5,2,3,7,3,4,3,2,6,1,7,1,4,2,8,10,6,9,6,7,5,1,1,1,1,1,2,0,0,0,.c,.c,.c,.c,.c,0,5,2,.c,2,.c,0,2,.c,4,1,1,1,2,1,2,.c,2,.c,4,.b,2,2,2,2,2,1,3,2,3,2,1,1,4,1,1,.a,.a,1,1,1,1,2,3,2,2,0,0,0,0,0,0,0,1,1,2,2,.b,0,1,1,1,3,.c,.c,2,2,1,3,2,3,3,1,5,0,0,.c,7,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,1,8,5,1,2,2,1,1,1,1,2,4,17,4,1
23,2,223,16020223,1001,210,201001,215,2,5,1,2017-03-08,1,206,2,18,2,2,2,5,3,3,1,3,1,4,3,3,4,2,1,2,.c,2,.c,2,1,1,1,2,1,0,1,1,1,1,1,1,1,0,2,3,1,1,1,1,1,6,4,1,3,7,7,1,7,1,7,6,1,5,7,7,2,7,6,7,7,7,5,7,4,5,3,3,3,2,2,2,7,7,6,7,6,7,7,7,6,2,7,4,1,1,3,1,10,10,6,8,5,10,2,1,1,1,1,1,2,1,0,0,.c,1,0,0,.c,1,5,1,.b,2,.c,1,1,3,1,2,1,2,2,1,2,.c,1,202,1,2,1,2,2,2,2,1,3,2,2,2,4,3,5,1,.a,.a,.a,.a,5,5,3,1,3,.b,.b,1,1,0,0,1,0,1,1,0,1,2,5,1,1,1,1,5,.c,.c,1,2,1,1,1,3,3,3,9,4,1,2,3,5,4,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,1,4,4,1,1,2,1,1,1,1,2,4,17,4,2
24,2,1011,16021011,2004,220,202004,179,2,5,1,2017-03-29,1,205,3,49,2,2,1,5,3,2,.a,.a,2,2,2,2,3,1,.a,2,.c,2,.c,2,2,2,.c,2,1,0,1,1,1,0,0,0,0,0,2,2,3,3,4,2,7,3,4,2,2,6,7,6,5,6,6,3,3,6,6,6,3,6,5,.a,5,6,6,6,5,3,3,2,2,2,3,3,.a,6,4,4,5,6,7,6,6,2,6,4,6,1,2,1,8,4,4,5,3,4,2,1,1,1,1,1,2,0,0,0,.c,.c,.c,.c,0,1,4,2,.c,2,.c,0,1,3,3,1,1,2,1,1,1,201,2,.c,4,3,2,2,2,2,2,1,3,2,3,2,4,1,.a,2,.a,.a,.a,.a,3,3,5,1,3,2,1,0,0,0,0,1,0,1,1,1,2,2,6,0,2,1,1,5,.c,.c,1,2,2,.c,2,3,2,5,5,3,6,1,2,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,.c,0,2,7,3,1,1,1,1,1,1,1,2,6,13,4,2
