"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,94,"GTM","Guatemala",95,"GTM","Guatemala","GUATEMALA","Guatemala","Guatemala",NA,NA,NA,"Guatemala ","Guatemala ","<U+0413><U+0432><U+0430><U+0442><U+0435><U+043C><U+0430><U+043B><U+0430>","<U+063A><U+0648><U+0627><U+062A><U+064A><U+0645><U+0627><U+0644>","<U+5371><U+5730><U+9A6C><U+62C9> (<U+74DC><U+5730><U+99AC><U+62C9>) ",NA,NA,"Guatemala","GT",NA,"GT",320,"Unknown","Present",11385320,109501.797,103.973818804088,"Central America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
